company_id,type,rule_id,text,confidence_pct
COMP_62,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_62,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_62,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_62,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
COMP_63,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80
COMP_63,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_63,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_63,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
COMP_63,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_63,con,C_DEF,Growth metrics require continued monitoring against macro headwinds,65
COMP_64,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP_64,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_64,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
COMP_64,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_64,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80
COMP_65,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76
COMP_65,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_65,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_65,con,C1,Debt-to-equity ratio of 2.39 is elevated for a non-financial company and warrants monitoring,85
COMP_66,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_66,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP_66,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_66,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_66,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
COMP_67,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,83
COMP_67,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_67,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_67,con,C1,Debt-to-equity ratio of 2.21 is elevated for a non-financial company and warrants monitoring,85
COMP_68,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_68,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_68,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
COMP_69,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,84
COMP_69,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_69,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_69,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
COMP_70,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,73
COMP_70,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_70,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_70,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_70,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_70,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
COMP_70,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
COMP_71,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,72
COMP_71,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_71,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
COMP_71,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_71,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
COMP_72,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_72,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_72,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_72,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_72,con,C_DEF,Growth metrics require continued monitoring against macro headwinds,65
COMP_73,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,77
COMP_73,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_73,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
COMP_73,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_73,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_73,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80
COMP_74,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,72
COMP_74,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_74,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
COMP_74,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_74,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
COMP_75,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_75,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP_75,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_75,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_75,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_75,con,C_DEF,Growth metrics require continued monitoring against macro headwinds,65
COMP_76,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,77
COMP_76,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_76,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_76,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_76,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
COMP_77,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,77
COMP_77,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_77,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
COMP_77,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_77,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
COMP_77,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_77,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_77,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
COMP_78,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,82
COMP_78,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_78,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_78,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_78,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_78,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80
COMP_79,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,74
COMP_79,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_79,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_79,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP_79,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_79,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
COMP_79,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
COMP_80,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76
COMP_80,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_80,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP_80,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_80,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_80,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
COMP_81,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_81,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_81,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
COMP_82,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,84
COMP_82,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_82,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
COMP_82,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_82,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_82,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_82,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
COMP_83,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_83,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_83,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP_83,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_83,con,C1,Debt-to-equity ratio of 2.18 is elevated for a non-financial company and warrants monitoring,85
COMP_84,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_84,con,C1,Debt-to-equity ratio of 2.12 is elevated for a non-financial company and warrants monitoring,85
COMP_84,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80
COMP_85,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_85,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
COMP_85,con,C_DEF,Growth metrics require continued monitoring against macro headwinds,65
COMP_86,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_86,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
COMP_86,con,C1,Debt-to-equity ratio of 2.45 is elevated for a non-financial company and warrants monitoring,85
COMP_86,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
COMP_87,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_87,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_87,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_87,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_87,con,C_DEF,Growth metrics require continued monitoring against macro headwinds,65
COMP_88,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_88,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_88,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
COMP_88,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80
COMP_89,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_89,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_89,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_89,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_89,con,C_DEF,Growth metrics require continued monitoring against macro headwinds,65
COMP_90,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80
COMP_90,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_90,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_90,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_90,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_90,con,C_DEF,Growth metrics require continued monitoring against macro headwinds,65
COMP_91,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_91,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
COMP_91,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_91,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_91,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
COMP_91,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
COMP_92,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
COMP_92,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP_92,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
COMP_92,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COMP_92,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
COMP_92,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COMP_92,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70
COMP_92,con,C_DEF,Growth metrics require continued monitoring against macro headwinds,65
